,id,movie,production_budget,domestic_gross,worldwide_gross,overall_profitability,start_year,genres
1134,35,The Book of Life,50000000,50151543,97651543,47651543,2014,"['Adventure', 'Animation', 'Comedy']"
1137,38,The Game,50000000,48265581,80369970,30369970,2019,['Horror']
1139,40,Into the Storm,50000000,47602194,150429371,100429371,2019,['Documentary']
1140,41,The Judge,50000000,47119388,76119388,26119388,2014,"['Crime', 'Drama']"
1144,45,War Dogs,50000000,43034523,86234503,36234503,2016,"['Comedy', 'Crime', 'Drama']"
1147,48,The Peacemaker,50000000,41263140,62967368,12967368,2016,['Documentary']
1148,49,Out of Time,50000000,41083108,55489826,5489826,2011,"['Drama', 'Mystery', 'Thriller']"
1155,56,The Nice Guys,50000000,36261763,59596747,9596747,2016,"['Action', 'Comedy', 'Crime']"
1158,59,Marmaduke,50000000,33644788,89895930,39895930,2010,"['Comedy', 'Family']"
1160,61,Hereafter,50000000,32746941,108660270,58660270,2010,"['Drama', 'Fantasy', 'Romance']"
1162,63,Assassins,50000000,30306268,83306268,33306268,2014,"['Action', 'Drama', 'Thriller']"
1163,64,Zoolander 2,50000000,28848693,55348693,5348693,2016,['Comedy']
1167,68,The Host,50000000,26623701,64477051,14477051,2013,"['Action', 'Adventure', 'Drama']"
1169,70,Run All Night,50000000,26461644,66961644,16961644,2015,"['Action', 'Drama', 'Thriller']"
1177,78,Your Highness,50000000,21596445,26121638,-23878362,2011,"['Adventure', 'Comedy', 'Fantasy']"
1178,79,Snowden,50000000,21587519,35380918,-14619082,2016,"['Biography', 'Drama', 'Thriller']"
1179,80,Dream House,50000000,21302340,41642166,-8357834,2019,"['Comedy', 'Drama', 'Romance']"
1180,81,Free State of Jones,50000000,20810036,23237252,-26762748,2016,"['Action', 'Biography', 'Drama']"
1181,82,Gamer,50000000,20534907,42002029,-7997971,2011,['Drama']
1184,85,Beautiful Creatures,50000000,19452138,60282876,10282876,2013,"['Drama', 'Fantasy', 'Romance']"
1189,90,Fair Game,50000000,11497497,26097497,-23902503,2010,"['Biography', 'Drama', 'Thriller']"
1190,91,Drive Angry,50000000,10721033,41042583,-8957417,2011,"['Action', 'Fantasy', 'Thriller']"
1192,93,The Scarlet Letter,50000000,10359006,10359006,-39640994,2015,"['Drama', 'History']"
1193,94,Domino,50000000,10169202,23574057,-26425943,2019,"['Crime', 'Thriller']"
1194,95,Jade,50000000,9812870,9812870,-40187130,2013,"['Crime', 'Drama']"
1197,98,Early Man,50000000,8267544,45285890,-4714110,2018,"['Adventure', 'Animation', 'Comedy']"
1201,2,Child 44,50000000,1224330,8004221,-41995779,2015,"['Crime', 'Drama', 'History']"
1203,4,Upside Down,50000000,102118,26387039,-23612961,2012,"['Drama', 'Fantasy', 'Romance']"
1204,5,Shanghai,50000000,46425,15505922,-34494078,2010,"['Crime', 'Drama', 'Mystery']"
1207,8,The Rhythm Section,50000000,0,0,-50000000,2019,"['Action', 'Mystery', 'Thriller']"
1208,9,Ad Astra,49800000,0,0,-49800000,2019,"['Adventure', 'Drama', 'Mystery']"
1209,10,The One,49000000,43905746,72689126,23689126,2020,['Horror']
1210,11,Chappie,49000000,31569268,105002056,56002056,2015,"['Action', 'Crime', 'Drama']"
1212,13,Anna Karenina,49000000,12816367,71004627,22004627,2012,"['Drama', 'Romance']"
1215,16,Traffic,48000000,124107476,208300000,160300000,2011,"['Action', 'Adventure', 'Mystery']"
1216,17,Panic Room,48000000,95308367,196308367,148308367,2016,"['Action', 'Drama', 'Mystery']"
1217,18,Taken 3,48000000,89256424,327656424,279656424,2014,"['Action', 'Thriller']"
1219,20,Instant Family,48000000,67363237,119736188,71736188,2018,"['Comedy', 'Drama']"
1221,22,Three Kings,48000000,60652036,107752036,59752036,2010,"['Biography', 'Documentary', 'Sport']"
1222,23,Tooth Fairy,48000000,60022256,112610386,64610386,2010,"['Comedy', 'Family', 'Fantasy']"
1228,29,Out of Sight,48000000,37562568,77562568,29562568,2013,['Sport']
1230,31,Rambo,47500000,42754105,112214531,64714531,2012,"['Comedy', 'Drama', 'Thriller']"
1231,32,The Infiltrator,47500000,15436808,20718104,-26781896,2016,"['Biography', 'Crime', 'Drama']"
1233,34,Arrival,47000000,100546139,203127894,156127894,2016,"['Drama', 'Mystery', 'Sci-Fi']"
1235,36,Earth,47000000,32011576,116773317,69773317,2015,['Sci-Fi']
1239,40,Jonah Hex,47000000,10547117,11022696,-35977304,2010,"['Action', 'Drama', 'Fantasy']"
1241,42,Silence,46500000,7100177,23726626,-22773374,2016,"['Adventure', 'Drama', 'History']"
1243,44,My Best Friend's Wedding,46000000,126813153,298923419,252923419,2016,"['Comedy', 'Romance']"
1246,47,Insomnia,46000000,67263182,113622499,67622499,2015,['Drama']
1247,48,Prisoners,46000000,61002302,113402302,67402302,2013,"['Crime', 'Drama', 'Mystery']"
1253,54,Taken 2,45000000,139854287,377807404,332807404,2012,"['Action', 'Thriller']"
1257,58,Pitch Perfect 3,45000000,104897530,185736412,140736412,2017,"['Comedy', 'Music']"
1261,62,The Bucket List,45000000,93466502,174807445,129807445,2018,"['Adventure', 'Comedy']"
1262,63,The Client,45000000,92115211,117615211,72615211,2011,"['Drama', 'Thriller']"
1263,64,The Muppets,45000000,88625922,160971922,115971922,2011,"['Adventure', 'Comedy', 'Family']"
1267,68,The Girl on the Train,45000000,75395035,174278214,129278214,2013,['Thriller']
1272,73,The Bounty Hunter,45000000,67061228,135808837,90808837,2010,"['Action', 'Comedy', 'Romance']"
1278,79,Jack,45000000,58617334,58617334,13617334,2019,"['Comedy', 'Drama']"
1280,81,Office Christmas Party,45000000,54767494,91323299,46323299,2016,['Comedy']
1287,88,Savages,45000000,47323100,82513490,37513490,2012,"['Crime', 'Drama', 'Thriller']"
1289,90,Blended,45000000,46290741,127990741,82990741,2014,"['Comedy', 'Romance']"
1290,91,All Eyez on Me,45000000,44922302,54876855,9876855,2017,"['Biography', 'Drama', 'Music']"
1297,98,Dune,45000000,27447471,27447471,-17552529,2020,"['Adventure', 'Drama', 'Sci-Fi']"
1302,3,Frankenstein,45000000,22006296,112006296,67006296,2011,['Drama']
1305,6,UglyDolls,45000000,19894664,24644664,-20355336,2019,"['Adventure', 'Animation', 'Comedy']"
1306,7,The Pledge,45000000,19719930,29406132,-15593868,2011,"['Drama', 'Family']"
1309,10,Rebound,45000000,16809014,17492014,-27507986,2014,"['Horror', 'Mystery', 'Thriller']"
1310,11,The Ghost Writer,45000000,15541549,65532491,20532491,2010,"['Drama', 'Mystery', 'Thriller']"
1314,15,Dredd,45000000,13414714,41467606,-3532394,2012,"['Action', 'Crime', 'Sci-Fi']"
1315,16,The Rum Diary,45000000,13109815,21544732,-23455268,2011,"['Comedy', 'Drama']"
1317,18,Welcome to Marwen,45000000,10763520,12874922,-32125078,2018,"['Biography', 'Comedy', 'Drama']"
1318,19,Johnny English Reborn,45000000,8406711,164640401,119640401,2011,"['Action', 'Adventure', 'Comedy']"
1323,24,Pinocchio,45000000,3681811,31681811,-13318189,2021,"['Animation', 'Fantasy', 'Musical']"
1325,26,Foodfight!,45000000,0,73706,-44926294,2012,"['Action', 'Animation', 'Comedy']"
1326,27,Argo,44500000,136025503,227140757,182640757,2012,"['Biography', 'Drama', 'Thriller']"
1330,31,Charlie St. Cloud,44000000,31206263,48478084,4478084,2010,"['Drama', 'Fantasy', 'Romance']"
1331,32,The Juror,44000000,22730924,22730924,-21269076,2019,['Drama']
1332,33,The Interview,44000000,6105175,12342632,-31657368,2011,['Drama']
1333,34,Heaven's Gate,44000000,3484331,3484523,-40515477,2013,['Documentary']
1334,35,The Heat,43000000,159581587,229727774,186727774,2013,"['Action', 'Comedy', 'Crime']"
1340,41,A Monster Calls,43000000,3740823,46414530,3414530,2016,"['Animation', 'Drama', 'Fantasy']"
1341,42,The Mechanic,42500000,29121498,76347393,33847393,2011,"['Action', 'Crime', 'Thriller']"
1343,44,21 Jump Street,42000000,138447667,202812429,160812429,2012,"['Action', 'Comedy', 'Crime']"
1347,48,Boomerang,42000000,70052444,131052444,89052444,2015,"['Drama', 'Romance']"
1350,51,Snatched,42000000,45852178,57852177,15852177,2016,['Drama']
1351,52,Here Comes the Boom,42000000,45290318,73239258,31239258,2012,"['Action', 'Comedy', 'Sport']"
1354,55,Red Riding Hood,42000000,37662162,91678442,49678442,2011,"['Fantasy', 'Horror', 'Mystery']"
1357,58,Holmes & Watson,42000000,30568743,41926605,-73395,2018,"['Adventure', 'Comedy', 'Crime']"
1358,59,One for the Money,42000000,26414527,36197221,-5802779,2012,"['Action', 'Comedy', 'Crime']"
1362,63,Hero,42000000,19487173,66787173,24787173,2019,['Action']
1363,64,Man on a Ledge,42000000,18620000,49621440,7621440,2012,"['Action', 'Adventure', 'Crime']"
1364,65,The Warrior's Way,42000000,5666340,8514325,-33485675,2010,"['Action', 'Fantasy', 'Western']"
1370,71,Rocketman,41000000,57342725,108642725,67642725,2019,"['Biography', 'Drama', 'Music']"
1373,74,The Big Year,41000000,7204138,7684524,-33315476,2011,['Comedy']
1376,77,The Karate Kid,40000000,176591618,351774938,311774938,2010,"['Action', 'Drama', 'Family']"
1377,78,Fifty Shades of Grey,40000000,166167230,570998101,530998101,2015,"['Drama', 'Romance', 'Thriller']"
1378,79,The Proposal,40000000,163958031,314709717,274709717,2018,['Documentary']
1379,80,American Hustle,40000000,150117807,257878294,217878294,2013,"['Crime', 'Drama']"
1382,83,Lucy,40000000,126573960,457507776,417507776,2014,"['Action', 'Sci-Fi', 'Thriller']"
1383,84,Lone Survivor,40000000,125095601,149804632,109804632,2013,"['Action', 'Biography', 'Drama']"
1390,91,The Social Network,40000000,96962694,224922135,184922135,2010,"['Biography', 'Drama']"
1394,95,Ride Along 2,40000000,90862685,124827316,84827316,2016,"['Action', 'Comedy', 'Crime']"
1396,97,Get Hard,40000000,90411453,106511453,66511453,2015,"['Comedy', 'Crime']"
1399,100,The Accountant,40000000,86260045,152962083,112962083,2016,"['Action', 'Crime', 'Drama']"
1400,1,Dumb and Dumber To,40000000,86208010,156553592,116553592,2014,"['Adventure', 'Comedy']"
1401,2,The Other Woman,40000000,83911193,195111193,155111193,2014,"['Comedy', 'Romance']"
1405,6,The Intern,40000000,75764672,197115710,157115710,2015,"['Comedy', 'Drama']"
1407,8,Ray,40000000,75305995,124823094,84823094,2018,['Crime']
1409,10,Bridge of Spies,40000000,72313754,162498338,122498338,2015,"['Drama', 'History', 'Thriller']"
1416,17,Hacksaw Ridge,40000000,67209615,168904682,128904682,2016,"['Biography', 'Drama', 'History']"
1420,21,Unknown,40000000,63686397,136123083,96123083,2011,"['Action', 'Mystery', 'Thriller']"
1421,22,Get Him to the Greek,40000000,61153526,91455875,51455875,2010,"['Adventure', 'Comedy', 'Music']"
1424,25,The Lincoln Lawyer,40000000,58009200,87145086,47145086,2011,"['Crime', 'Drama', 'Thriller']"
1426,27,Invincible,40000000,57806952,58501127,18501127,2019,['Action']
1430,31,Horrible Bosses 2,40000000,54445357,105945357,65945357,2014,"['Comedy', 'Crime']"
1434,35,Predators,40000000,52000688,127234389,87234389,2010,"['Action', 'Adventure', 'Sci-Fi']"
1435,36,The Odd Life of Timothy Green,40000000,51853450,55249159,15249159,2012,"['Comedy', 'Drama', 'Family']"
1442,43,Jersey Boys,40000000,47047013,65282732,25282732,2014,"['Biography', 'Drama', 'Music']"
1448,49,Final Destination 5,40000000,42587643,155011165,115011165,2011,['Horror']
1449,50,Widows,40000000,42402632,73866088,33866088,2011,"['Comedy', 'Drama']"
1453,54,Sex Tape,40000000,38543473,126069509,86069509,2014,"['Comedy', 'Romance']"
1454,55,Scream 4,40000000,38180928,95989590,55989590,2011,"['Horror', 'Mystery']"
1457,58,Paul,40000000,37412945,101162106,61162106,2011,"['Adventure', 'Comedy', 'Sci-Fi']"
1458,59,The Guilt Trip,40000000,37134215,41294674,1294674,2012,"['Comedy', 'Drama']"
1459,60,Colombiana,40000000,36665854,72295262,32295262,2011,"['Action', 'Drama', 'Thriller']"
1461,62,The Commuter,40000000,36343858,101985431,61985431,2018,"['Action', 'Mystery', 'Thriller']"
1466,67,Arthur,40000000,33035397,47787943,7787943,2011,"['Comedy', 'Romance']"
1468,69,Patriots Day,40000000,31886361,52837989,12837989,2016,"['Action', 'Crime', 'Drama']"
1470,71,The Shadow,40000000,31835600,31835600,-8164400,2013,['Documentary']
1472,73,Morning Glory,40000000,31011732,59795070,19795070,2010,"['Comedy', 'Drama', 'Romance']"
1474,75,Long Shot,40000000,30202860,43711031,3711031,2019,"['Comedy', 'Romance']"
1475,76,The Art of War,40000000,30199105,30199105,-9800895,2018,['War']
1476,77,Grudge Match,40000000,29807260,69807260,29807260,2013,"['Comedy', 'Drama', 'Sport']"
1480,81,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,17438389,2017,"['Adventure', 'Animation', 'Comedy']"
1483,84,Resident Evil: The Final Chapter,40000000,26844692,314101190,274101190,2016,"['Action', 'Horror', 'Sci-Fi']"
1485,86,The House,40000000,25584504,31192425,-8807575,2011,"['Drama', 'Mystery', 'Thriller']"
1487,88,The Reaping,40000000,25126214,62226214,22226214,2014,"['Comedy', 'Horror', 'Thriller']"
1488,89,Season of the Witch,40000000,24827228,91126600,51126600,2011,"['Action', 'Adventure', 'Fantasy']"
1489,90,Renaissance Man,40000000,24172899,24172899,-15827101,2012,['Documentary']
1493,94,Mechanic: Resurrection,40000000,21218403,109738840,69738840,2016,"['Action', 'Adventure', 'Thriller']"
1498,99,Big Miracle,40000000,20157300,25268680,-14731320,2012,"['Biography', 'Drama', 'Family']"
1499,100,The Impossible,40000000,19019882,169590606,129590606,2012,"['Drama', 'History', 'Thriller']"
1500,1,A Thousand Words,40000000,18450127,20790486,-19209514,2012,"['Comedy', 'Drama']"
1503,4,Kiss of Death,40000000,14942422,14942422,-25057578,2016,"['Comedy', 'Drama']"
1514,15,The Gunman,40000000,10664749,18594227,-21405773,2015,"['Action', 'Crime', 'Drama']"
1518,19,Paranoia,40000000,7388654,16340767,-23659233,2013,"['Drama', 'Thriller']"
1520,21,Baahubali: The Beginning,40000000,6738000,26736665,-13263335,2015,"['Action', 'Drama']"
1521,22,The Hurricane Heist,40000000,6115824,30963684,-9036316,2018,"['Action', 'Adventure', 'Crime']"
1523,24,Victor Frankenstein,40000000,5775076,31124367,-8875633,2015,"['Drama', 'Horror', 'Sci-Fi']"
1526,27,Snowpiercer,40000000,4563029,88069880,48069880,2013,"['Action', 'Drama', 'Sci-Fi']"
1527,28,Sunshine,40000000,3688560,32030610,-7969390,2011,['Drama']
1530,31,Pirates,40000000,1641825,6341825,-33658175,2014,"['Action', 'Adventure', 'Comedy']"
1535,36,The Last Shot,40000000,463730,463730,-39536270,2010,['Action']
1536,37,Nomad,40000000,79123,79123,-39920877,2018,['Drama']
1538,39,Kursk,40000000,0,4212799,-35787201,2012,['Drama']
1539,40,USS Indianapolis: Men of Courage,40000000,0,1663785,-38336215,2016,"['Action', 'Drama', 'History']"
1542,43,The Goldfinch,40000000,0,0,-40000000,2019,['Drama']
1547,48,Frankenweenie,39000000,35287788,81150788,42150788,2012,"['Animation', 'Comedy', 'Family']"
1549,50,Serenity,39000000,25514517,40319440,1319440,2011,"['Biography', 'Documentary', 'Drama']"
1558,59,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,88577874,2017,"['Action', 'Animation', 'Comedy']"
1559,60,Paul Blart: Mall Cop 2,38000000,71091594,107650646,69650646,2015,"['Action', 'Comedy', 'Crime']"
1561,62,Why Him?,38000000,60323786,117425156,79425156,2016,['Comedy']
1562,63,Water for Elephants,38000000,58709717,116809717,78809717,2011,"['Drama', 'Romance']"
1563,64,Life as We Know It,38000000,53374681,105887837,67887837,2010,"['Comedy', 'Drama', 'Romance']"
1565,66,Riddick,38000000,42025135,94763758,56763758,2013,"['Action', 'Adventure', 'Sci-Fi']"
1567,68,Enough,38000000,39177215,50970660,12970660,2013,"['Drama', 'History']"
1568,69,The 5th Wave,38000000,34912982,111336398,73336398,2016,"['Action', 'Adventure', 'Drama']"
1569,70,Push,38000000,31811527,49678401,11678401,2016,"['Crime', 'Thriller']"
1570,71,Rush,38000000,26947624,98230839,60230839,2013,"['Action', 'Biography', 'Drama']"
1574,75,Only the Brave,38000000,18340051,24555177,-13444823,2017,"['Action', 'Biography', 'Drama']"
1576,77,The Thing,38000000,16999934,27573078,-10426922,2011,"['Horror', 'Mystery', 'Sci-Fi']"
1577,78,Rock Star,38000000,16991902,19317765,-18682235,2015,"['Action', 'Drama', 'Romance']"
1581,82,The Sisters Brothers,38000000,3143056,13143056,-24856944,2018,"['Adventure', 'Comedy', 'Crime']"
1584,85,The Upside,37500000,108235497,119024536,81524536,2017,"['Comedy', 'Drama']"
1585,86,What to Expect When You're Expecting,37500000,41152203,88473016,50973016,2012,"['Comedy', 'Drama', 'Romance']"
1586,87,The Master,37500000,16247159,50647416,13147416,2012,['Drama']
1587,88,The Express,37500000,9793406,9813309,-27686691,2017,"['Horror', 'Thriller']"
1588,89,Twilight,37000000,192769854,402280159,365280159,2018,['Documentary']
1589,90,We're the Millers,37000000,150394119,267816276,230816276,2013,"['Comedy', 'Crime']"
1590,91,Creed,37000000,109767581,173567581,136567581,2010,['Horror']
1591,92,The Town,37000000,92186262,152566881,115566881,2010,"['Crime', 'Drama', 'Thriller']"
1592,93,Dolphin Tale,37000000,72286779,96068724,59068724,2011,"['Drama', 'Family']"
1593,94,Game Night,37000000,69179066,117378084,80378084,2012,['Comedy']
1598,99,Cop Out,37000000,44875481,55909910,18909910,2010,"['Action', 'Comedy', 'Crime']"
1599,100,The Rite,37000000,33047633,97143987,60143987,2011,"['Drama', 'Horror', 'Mystery']"
1601,2,Magnolia,37000000,22450975,48446802,11446802,2016,"['Drama', 'Family', 'Romance']"
1602,3,Aloha,37000000,21052030,25387091,-11612909,2015,"['Comedy', 'Drama', 'Romance']"
1604,5,A Star is Born,36000000,215288866,433449571,397449571,2010,"['Documentary', 'Music']"
1609,10,Hot Tub Time Machine,36000000,50269859,65967750,29967750,2010,"['Comedy', 'Sci-Fi']"
1610,11,Breakdown,36000000,50159144,50159144,14159144,2016,"['Drama', 'Thriller']"
1611,12,Dolphin Tale 2,36000000,42024533,57824533,21824533,2014,"['Drama', 'Family']"
1612,13,Collateral Beauty,36000000,31016021,85309093,49309093,2016,"['Drama', 'Romance']"
1620,21,There Be Dragons,36000000,1069334,4020990,-31979010,2011,"['Biography', 'Drama', 'War']"
1621,22,Queen of the Desert,36000000,0,1578543,-34421457,2015,"['Adventure', 'Biography', 'Drama']"
1622,23,Head of State,35200000,37788228,38283765,3083765,2016,['Comedy']
1623,24,It,35000000,327481748,697457969,662457969,2017,"['Horror', 'Thriller']"
1628,29,True Grit,35000000,171243005,252276928,217276928,2010,"['Adventure', 'Drama', 'Western']"
1630,31,Rush Hour,35000000,141186864,245300000,210300000,2018,['Documentary']
1631,32,Identity Thief,35000000,134506920,175361578,140361578,2013,"['Adventure', 'Comedy', 'Crime']"
1633,34,Horrible Bosses,35000000,117538559,212417601,177417601,2011,"['Comedy', 'Crime']"
1635,36,Trainwreck,35000000,110212700,141123897,106123897,2015,"['Comedy', 'Drama', 'Romance']"
1636,37,Saving Mr. Banks,35000000,83299761,114962525,79962525,2013,"['Biography', 'Comedy', 'Drama']"
1638,39,21,35000000,81159365,159846429,124846429,2016,['Horror']
1646,47,Sky High,35000000,63939454,83109359,48109359,2012,"['Adventure', 'Documentary', 'Drama']"
1648,49,A Nightmare on Elm Street,35000000,63075011,117729621,82729621,2010,"['Crime', 'Drama', 'Horror']"
1652,53,Secretariat,35000000,59699513,60376247,25376247,2010,"['Biography', 'Drama', 'Family']"
1654,55,Friends with Benefits,35000000,55802754,146595891,111595891,2011,"['Comedy', 'Romance']"
1655,56,Neighbors 2: Sorority Rising,35000000,55340730,108757621,73757621,2016,['Comedy']
1657,58,Radio,35000000,52333738,53293628,18293628,2013,['Thriller']
1658,59,Sicario: Day of the Soldado,35000000,50065850,75885196,40885196,2018,"['Action', 'Crime', 'Drama']"
1661,62,Poltergeist,35000000,47425125,95713069,60713069,2015,"['Horror', 'Thriller']"
1662,63,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,58291478,2018,"['Adventure', 'Comedy', 'Family']"
1663,64,12 Strong,35000000,45819713,71118378,36118378,2018,"['Action', 'Drama', 'History']"
1671,72,Something Borrowed,35000000,39046489,65084116,30084116,2011,"['Comedy', 'Drama', 'Romance']"
1673,74,In Time,35000000,37553932,165103952,130103952,2011,"['Action', 'Crime', 'Drama']"
1674,75,The Back-up Plan,35000000,37490007,75281179,40281179,2010,"['Comedy', 'Romance']"
1675,76,J. Edgar,35000000,37306030,84606030,49606030,2011,"['Biography', 'Crime', 'Drama']"
1677,78,Mile 22,35000000,36108758,66295121,31295121,2018,"['Action', 'Adventure', 'Thriller']"
1678,79,Hot Pursuit,35000000,34580201,45671512,10671512,2015,"['Action', 'Comedy', 'Crime']"
1679,80,Concussion,35000000,34531832,50363790,15363790,2013,['Drama']
1680,81,The Foreigner,35000000,34393507,140783360,105783360,2017,"['Action', 'Thriller']"
1681,82,Closer,35000000,33987757,116177695,81177695,2015,['Drama']
1688,89,Adrift,35000000,31445011,57897191,22897191,2015,['Drama']
1689,90,Mirrors,35000000,30691439,77220596,42220596,2013,['Documentary']
1690,91,Underworld: Blood Wars,35000000,30353973,81209222,46209222,2016,"['Action', 'Adventure', 'Fantasy']"
1695,96,Abduction,35000000,28087155,86648359,51648359,2011,"['Action', 'Mystery', 'Thriller']"
1699,100,Alex Cross,35000000,25888412,35426759,426759,2012,"['Action', 'Crime', 'Mystery']"
1703,4,Heist,35000000,23483357,28906817,-6093183,2015,"['Action', 'Crime', 'Thriller']"
1705,6,Whiskey Tango Foxtrot,35000000,23083334,25350747,-9649253,2016,"['Biography', 'Comedy', 'Drama']"
1707,8,Hitman: Agent 47,35000000,22467450,82182803,47182803,2015,"['Action', 'Adventure', 'Crime']"
1709,10,Premium Rush,35000000,20275446,31393201,-3606799,2012,"['Action', 'Crime', 'Thriller']"
1710,11,Broken City,35000000,19701164,34480045,-519955,2013,"['Crime', 'Drama', 'Thriller']"
1712,13,Wonder Boys,35000000,19389454,33422485,-1577515,2018,"['Crime', 'Thriller']"
1713,14,Cursed,35000000,19294901,25114901,-9885099,2017,"['Drama', 'War']"
1716,17,Furry Vengeance,35000000,17630465,39340177,4340177,2010,"['Comedy', 'Family']"
1717,18,Parker,35000000,17616641,48543388,13543388,2013,"['Action', 'Crime', 'Thriller']"
1719,20,Bait,35000000,15325127,15471969,-19528031,2012,"['Action', 'Adventure', 'Drama']"
1723,24,The Tree of Life,35000000,13305665,61721826,26721826,2011,"['Drama', 'Fantasy']"
1725,26,Zoom,35000000,11989328,12506188,-22493812,2015,"['Animation', 'Comedy', 'Drama']"
1728,29,Sabotage,35000000,10508518,18376443,-16623557,2014,"['Action', 'Crime', 'Drama']"
1731,32,Unfinished Business,35000000,10219501,13214051,-21785949,2011,"['Drama', 'Family']"
1732,33,The Walk,35000000,10161183,61492104,26492104,2015,"['Crime', 'Thriller']"
1734,35,Mandela: Long Walk to Freedom,35000000,8323085,29890402,-5109598,2013,"['Biography', 'Drama', 'History']"
1738,39,The Brothers Grimsby,35000000,6864016,28720470,-6279530,2016,"['Action', 'Adventure', 'Comedy']"
1739,40,The Snowman,35000000,6670765,43226146,8226146,2017,"['Crime', 'Drama', 'Mystery']"
1743,44,Biutiful,35000000,5101237,24687524,-10312476,2010,"['Drama', 'Romance']"
1746,47,A Hologram for the King,35000000,4212494,11846010,-23153990,2016,"['Comedy', 'Drama', 'Romance']"
1748,49,Playing for Keeps,35000000,2000000,2000000,-33000000,2012,"['Comedy', 'Romance', 'Sport']"
1752,53,Stolen,35000000,289773,17967746,-17032254,2012,"['Action', 'Crime', 'Thriller']"
1753,54,Trespass,35000000,16816,786532,-34213468,2011,"['Crime', 'Drama', 'Thriller']"
1755,56,The Lovers,35000000,0,53899,-34946101,2013,"['Action', 'Adventure', 'Romance']"
1757,58,The Darkest Hour,34800000,21443494,62831715,28031715,2011,"['Action', 'Adventure', 'Horror']"
1758,59,Baby Driver,34000000,107825862,228104185,194104185,2017,"['Action', 'Crime', 'Drama']"
1759,60,The Maze Runner,34000000,102427862,348319861,314319861,2014,"['Action', 'Mystery', 'Sci-Fi']"
1760,61,The Longest Ride,34000000,37446117,63802928,29802928,2015,"['Drama', 'Romance']"
1761,62,The Age of Innocence,34000000,32014993,32014993,-1985007,2015,['Drama']
1763,64,The Darkest Minds,34000000,12695691,38361428,4361428,2018,"['Action', 'Adventure', 'Drama']"
1767,68,Thunder and the House of Magic,34000000,4091,62582520,28582520,2013,"['Adventure', 'Animation', 'Comedy']"
1771,72,Exit Wounds,33000000,51758599,79958599,46958599,2015,"['Documentary', 'Drama', 'War']"
1772,73,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,42898100,2016,"['Adventure', 'Comedy', 'Romance']"
1773,74,Step Up Revolution,33000000,35074677,165552290,132552290,2012,"['Drama', 'Music', 'Romance']"
1776,77,The Watcher,33000000,28946615,47267829,14267829,2010,['Drama']
1777,78,Safe,33000000,17142080,41495213,8495213,2012,"['Action', 'Crime', 'Thriller']"
1778,79,Doomsday,33000000,11008770,21621188,-11378812,2015,"['Action', 'Sci-Fi']"
1781,82,The Young and Prodigious T.S. Spivet,33000000,176847,357687,-32642313,2013,"['Action', 'Adventure', 'Comedy']"
1782,83,Freaks of Nature,33000000,70958,70958,-32929042,2015,"['Comedy', 'Horror', 'Sci-Fi']"
1784,85,Bridesmaids,32500000,169211718,289632023,257132023,2011,"['Comedy', 'Romance']"
1786,87,The Big Wedding,32500000,21819348,48425971,15925971,2013,"['Comedy', 'Drama', 'Romance']"
1787,88,Wanderlust,32500000,17288155,24159934,-8340066,2019,['Fantasy']
1789,90,Phenomenon,32000000,104636382,152036382,120036382,2017,['Drama']
1794,95,Takers,32000000,57744720,70587268,38587268,2010,"['Action', 'Crime', 'Thriller']"
1795,96,Source Code,32000000,54712227,140428499,108428499,2011,"['Action', 'Drama', 'Sci-Fi']"
1798,99,I Feel Pretty,32000000,48795601,91553797,59553797,2018,"['Comedy', 'Romance']"
1800,1,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450,50332450,2011,"['Action', 'Comedy', 'Crime']"
1801,2,Alive,32000000,36299670,36299670,4299670,2014,['Drama']
1806,7,The Incredible Burt Wonderstone,32000000,22537881,27392609,-4607391,2013,"['Adventure', 'Comedy', 'Fantasy']"
1809,10,Bad Times at the El Royale,32000000,17839115,29204379,-2795621,2018,"['Crime', 'Drama', 'Mystery']"
1810,11,Going the Distance,32000000,17804299,43603990,11603990,2010,"['Comedy', 'Romance']"
1812,13,Repo Men,32000000,13942007,18195238,-13804762,2010,"['Action', 'Crime', 'Sci-Fi']"
1820,21,Criminal,31500000,14708696,38771262,7271262,2011,"['Action', 'Crime', 'Drama']"
1821,22,42,31000000,95020213,97470701,66470701,2013,"['Biography', 'Drama', 'Sport']"
1822,23,Flight,31000000,93772375,160558438,129558438,2012,"['Drama', 'Thriller']"
1826,27,The Grand Budapest Hotel,31000000,59076019,163981261,132981261,2014,"['Adventure', 'Comedy', 'Crime']"
1827,28,Vacation,31000000,58884188,102306500,71306500,2015,"['Adventure', 'Comedy']"
1830,31,Frequency,31000000,44983704,68079671,37079671,2012,"['Sci-Fi', 'Thriller']"
1832,33,Extraordinary Measures,31000000,12482741,15826984,-15173016,2010,['Drama']
1833,34,Birth of the Dragon,31000000,6901965,7220490,-23779510,2016,"['Action', 'Biography', 'Drama']"
1837,38,Crazy Rich Asians,30000000,174532921,238099711,208099711,2018,"['Comedy', 'Romance']"
1838,39,Chicago,30000000,170687518,306770545,276770545,2011,['Documentary']
