,id,movie,production_budget,domestic_gross,worldwide_gross,overall_profitability,start_year,genres
3360,61,Overboard,12000000,50316123,85369830,73369830,2018,"['Comedy', 'Romance']"
3364,65,Philomena,12000000,37709979,98963392,86963392,2013,"['Biography', 'Comedy', 'Drama']"
3366,67,Crossroads,12000000,37188667,57000000,45000000,2011,['Drama']
3367,68,Paper Towns,12000000,32000304,85450484,73450484,2015,"['Comedy', 'Drama', 'Mystery']"
3368,69,Quarantine,12000000,31691811,41924774,29924774,2011,"['Documentary', 'Family']"
3376,77,Hell or High Water,12000000,27007844,37584304,25584304,2016,"['Action', 'Crime', 'Drama']"
3378,79,Katy Perry: Part of Me,12000000,25326071,32700439,20700439,2012,"['Documentary', 'Music']"
3379,80,Top Five,12000000,25317379,26001741,14001741,2014,"['Comedy', 'Romance']"
3382,83,Prophecy,12000000,22673340,22673340,10673340,2015,['Mystery']
3383,84,Project Almanac,12000000,22348241,32909437,20909437,2015,"['Drama', 'Mystery', 'Sci-Fi']"
3384,85,Just Wright,12000000,21540363,21867665,9867665,2010,"['Comedy', 'Romance', 'Sport']"
3390,91,Nebraska,12000000,17654912,24761360,12761360,2013,"['Adventure', 'Comedy', 'Drama']"
3393,94,Young Adult,12000000,16311571,22750356,10750356,2011,"['Comedy', 'Drama']"
3394,95,About Time,12000000,15323921,89309178,77309178,2013,"['Comedy', 'Drama', 'Fantasy']"
3395,96,If Beale Street Could Talk,12000000,14915773,19859167,7859167,2018,"['Drama', 'Romance']"
3396,97,Wish Upon,12000000,14301505,23477345,11477345,2017,"['Drama', 'Fantasy', 'Horror']"
3406,7,Marshall,12000000,10051659,10116816,-1883184,2017,"['Biography', 'Crime', 'Drama']"
3408,9,Arbitrage,12000000,7919574,35830713,23830713,2012,"['Drama', 'Thriller']"
3410,11,Screwed,12000000,6982680,6982680,-5017320,2011,"['Crime', 'Drama']"
3412,13,Fortress,12000000,6730578,46730578,34730578,2012,"['Documentary', 'Drama', 'News']"
3413,14,For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255,-1973745,2012,"['Drama', 'History', 'War']"
3426,27,Ravenous,12000000,2062406,2062406,-9937594,2017,"['Drama', 'Horror', 'Sci-Fi']"
3428,29,Stoker,12000000,1703125,12034913,34913,2013,"['Drama', 'Thriller']"
3431,32,Kill the Irishman,12000000,1188194,1188194,-10811806,2011,"['Biography', 'Crime', 'Drama']"
3432,33,Duma,12000000,870067,994790,-11005210,2011,"['Biography', 'Crime', 'Documentary']"
3433,34,Darling Companion,12000000,793352,1200346,-10799654,2012,"['Comedy', 'Drama', 'Romance']"
3435,36,Brother,12000000,450594,450594,-11549406,2010,"['Drama', 'Family', 'Sport']"
3439,40,Trade,12000000,214202,1513388,-10486612,2019,['Drama']
3440,41,Fateless,12000000,196857,196857,-11803143,2017,['Comedy']
3445,46,Trash,12000000,17484,6553186,-5446814,2019,['Thriller']
3446,47,5 Days of War,12000000,17479,87793,-11912207,2011,"['Action', 'Drama', 'War']"
3447,48,10 Days in a Madhouse,12000000,14616,14616,-11985384,2015,['Drama']
3451,52,Triangle,12000000,0,1594955,-10405045,2011,"['Family', 'Fantasy', 'Music']"
3453,54,Drive Hard,12000000,0,0,-12000000,2014,"['Action', 'Comedy', 'Crime']"
3456,57,The Dressmaker,11900000,2022115,24041617,12141617,2015,"['Comedy', 'Drama']"
3459,60,Carol,11800000,12711491,42843521,31043521,2015,"['Drama', 'Romance']"
3461,62,Dirty Grandpa,11500000,35593113,105078449,93578449,2016,['Comedy']
3467,68,The Fighter,11000000,93617009,129262388,118262388,2010,"['Biography', 'Drama', 'Sport']"
3472,73,If I Stay,11000000,50474843,78356170,67356170,2014,"['Drama', 'Fantasy', 'Music']"
3478,79,Brooklyn,11000000,38322743,62076141,51076141,2015,"['Drama', 'Romance']"
3480,81,Woman in Gold,11000000,33307793,58586407,47586407,2015,"['Biography', 'Drama', 'History']"
3482,83,"I, Tonya",11000000,30014534,53797409,42797409,2017,"['Biography', 'Comedy', 'Drama']"
3489,90,Quartet,11000000,18388357,56178935,45178935,2012,"['Comedy', 'Drama']"
3493,94,Inside Llewyn Davis,11000000,13248209,32943247,21943247,2013,"['Drama', 'Music']"
3494,95,Frailty,11000000,13110448,19947280,8947280,2012,['Drama']
3497,98,Peeples,11000000,9177065,9307166,-1692834,2013,"['Comedy', 'Romance']"
3499,100,Sultan,11000000,5599781,72989781,61989781,2012,"['Drama', 'Romance']"
3501,2,The Gospel of John,11000000,4068087,4234355,-6765645,2014,['Drama']
3504,5,Othello,11000000,2844379,2844379,-8155621,2015,['Thriller']
3510,11,Brighton Rock,11000000,229653,229653,-10770347,2010,"['Crime', 'Drama', 'Thriller']"
3513,14,LOL,11000000,0,10431506,-568494,2012,"['Comedy', 'Drama', 'Romance']"
3514,15,Misconduct,11000000,0,2352511,-8647489,2016,"['Crime', 'Drama', 'Mystery']"
3515,16,Eli,11000000,0,0,-11000000,2015,['Comedy']
3522,23,An Ideal Husband,10700000,18542974,31341183,20641183,2018,['Comedy']
3523,24,Darkness,10600000,22163442,34409206,23809206,2015,['Drama']
3524,25,The Last Days on Mars,10600000,24084,261364,-10338636,2013,"['Adventure', 'Horror', 'Sci-Fi']"
3532,33,Lovesick,10100000,10143618,10143618,43618,2019,"['Comedy', 'Drama']"
3533,34,Housefull,10100000,1183658,18726300,8626300,2010,['Comedy']
3539,40,Stripes,10000000,85300000,85300000,75300000,2017,['Drama']
3541,42,The Purge: Election Year,10000000,79042440,118514727,108514727,2016,"['Action', 'Horror', 'Sci-Fi']"
3542,43,Book Club,10000000,68566296,91113683,81113683,2015,['Documentary']
3544,45,Insidious: The Last Key,10000000,67745330,167885588,157885588,2018,"['Horror', 'Mystery', 'Thriller']"
3552,53,Lady Bird,10000000,48958273,78610769,68610769,2017,"['Comedy', 'Drama']"
3554,55,The Best Exotic Marigold Hotel,10000000,46383639,134639780,124639780,2011,"['Comedy', 'Drama', 'Romance']"
3555,56,Hereditary,10000000,44069456,70133905,60133905,2018,"['Drama', 'Horror', 'Mystery']"
3556,57,"Love, Simon",10000000,40826341,65520633,55520633,2018,"['Comedy', 'Drama', 'Romance']"
3560,61,Jigsaw,10000000,38052832,102445196,92445196,2017,"['Crime', 'Horror', 'Mystery']"
3567,68,The Boy,10000000,35819556,68220952,58220952,2015,"['Drama', 'Horror', 'Thriller']"
3568,69,Commando,10000000,35073978,35073978,25073978,2013,"['Action', 'Thriller']"
3569,70,"Everything, Everything",10000000,34121140,61603136,51603136,2017,"['Drama', 'Romance']"
3570,71,Devil,10000000,33679655,63354114,53354114,2010,"['Horror', 'Mystery', 'Thriller']"
3572,73,The Second Best Exotic Marigold Hotel,10000000,33078266,90384306,80384306,2015,"['Comedy', 'Drama']"
3574,75,How to Be a Latin Lover,10000000,32149404,62556228,52556228,2017,"['Comedy', 'Drama']"
3577,78,Calendar Girls,10000000,31011616,93074616,83074616,2015,['Drama']
3579,80,Slender Man,10000000,30564825,51723644,41723644,2018,"['Horror', 'Mystery', 'Thriller']"
3584,85,When the Bough Breaks,10000000,29747603,30768449,20768449,2016,"['Crime', 'Drama', 'Horror']"
3590,91,Sinister 2,10000000,27740955,54104225,44104225,2015,"['Horror', 'Mystery', 'Thriller']"
3591,92,The Forest,10000000,26594261,40749230,30749230,2011,"['Horror', 'Thriller']"
3593,94,The Outsiders,10000000,25697647,25697647,15697647,2011,['Drama']
3595,96,Sparkle,10000000,24397469,24660323,14660323,2012,"['Drama', 'Music']"
3596,97,Kevin Hart: What Now?,10000000,23591043,23591043,13591043,2016,"['Comedy', 'Documentary']"
3597,98,Mud,10000000,21590086,31556959,21556959,2012,['Drama']
3598,99,Skyline,10000000,21416355,68264973,58264973,2010,"['Action', 'Sci-Fi', 'Thriller']"
3599,100,The Disaster Artist,10000000,21120616,28717667,18717667,2017,"['Biography', 'Comedy', 'Drama']"
3600,1,Blair Witch,10000000,20777061,38985577,28985577,2016,"['Horror', 'Mystery', 'Thriller']"
3602,3,Valentine,10000000,20384136,20384136,10384136,2017,['Action']
3606,7,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,67959374,2015,"['Horror', 'Mystery', 'Thriller']"
3613,14,The Perfect Man,10000000,16535005,19535005,9535005,2011,"['Drama', 'Romance']"
3616,17,The Birth of a Nation,10000000,15861566,16891011,6891011,2016,"['Biography', 'Drama', 'History']"
3621,22,My Week with Marilyn,10000000,14597405,34240572,24240572,2011,"['Biography', 'Drama']"
3622,23,Big Eyes,10000000,14482031,27317872,17317872,2014,"['Biography', 'Crime', 'Drama']"
3627,28,The Gift,10000000,12008642,44567606,34567606,2010,['Drama']
3632,33,Drop Dead Gorgeous,10000000,10571408,10571408,571408,2015,['Comedy']
3633,34,The Best of Enemies,10000000,10205616,10205616,205616,2019,"['Biography', 'Drama', 'History']"
3638,39,Movie 43,10000000,8840453,31164747,21164747,2013,['Comedy']
3639,40,Can You Ever Forgive Me?,10000000,8803865,11752387,1752387,2018,"['Biography', 'Comedy', 'Crime']"
3641,42,MacGruber,10000000,8525600,8629895,-1370105,2010,"['Action', 'Comedy', 'Romance']"
3643,44,Bad Words,10000000,7779614,7843145,-2156855,2013,"['Comedy', 'Drama']"
3644,45,While We're Young,10000000,7582065,17503828,7503828,2014,"['Comedy', 'Drama', 'Mystery']"
3646,47,Bones,10000000,7316658,8378853,-1621147,2010,['Drama']
3647,48,Seeking a Friend for the End of the World,10000000,7078738,11766959,1766959,2012,"['Adventure', 'Comedy', 'Drama']"
3649,50,Shut In,10000000,6900335,11360665,1360665,2016,"['Drama', 'Mystery', 'Thriller']"
3650,51,Cedar Rapids,10000000,6861102,7862131,-2137869,2011,['Comedy']
3651,52,The Collection,10000000,6810754,8890094,-1109906,2012,"['Action', 'Horror', 'Thriller']"
3658,59,Danny Collins,10000000,5637066,8465845,-1534155,2015,"['Biography', 'Comedy', 'Drama']"
3660,61,Black and White,10000000,5241315,5241315,-4758685,2010,['Drama']
3662,63,On the Line,10000000,4365455,4690802,-5309198,2011,['Documentary']
3663,64,Gotti,10000000,4286367,6089100,-3910900,2018,"['Biography', 'Crime', 'Drama']"
3664,65,"Jeff, Who Lives at Home",10000000,4269426,4708127,-5291873,2011,"['Comedy', 'Drama']"
3665,66,Denial,10000000,4073448,9263940,-736060,2016,"['Biography', 'Drama']"
3666,67,The Man Who Knew Infinity,10000000,3877922,12382122,2382122,2015,"['Biography', 'Drama']"
3667,68,Max Steel,10000000,3818664,4563080,-5436920,2016,"['Action', 'Adventure', 'Family']"
3669,70,Crash,10000000,3357324,3357324,-6642676,2011,['Thriller']
3671,72,Romeo Is Bleeding,10000000,3275585,3275585,-6724415,2015,"['Biography', 'Documentary', 'Drama']"
3673,74,Rosewater,10000000,3128941,3185717,-6814283,2014,"['Biography', 'Drama']"
3674,75,The House of Mirth,10000000,3041803,5149131,-4850869,2016,['Music']
3677,78,Bucky Larson: Born to Be a Star,10000000,2529395,2529395,-7470605,2011,['Comedy']
3680,81,The Iceman,10000000,1930282,3623609,-6376391,2012,"['Biography', 'Crime', 'Drama']"
3681,82,Testament of Youth,10000000,1822250,6646669,-3353331,2014,"['Biography', 'Drama', 'History']"
3682,83,Free Fire,10000000,1799322,3793739,-6206261,2016,"['Action', 'Comedy', 'Crime']"
3683,84,A Better Life,10000000,1759252,1884251,-8115749,2011,"['Drama', 'Romance']"
3685,86,Gun Shy,10000000,1638202,1638202,-8361798,2017,"['Action', 'Adventure', 'Comedy']"
3687,88,The Joneses,10000000,1475746,3541565,-6458435,2011,"['Comedy', 'Drama']"
3689,90,Killer Joe,10000000,1291645,4659110,-5340890,2011,"['Crime', 'Drama', 'Thriller']"
3690,91,Churchill,10000000,1279681,7582196,-2417804,2017,"['Biography', 'Drama', 'History']"
3692,93,50 to 1,10000000,1069454,1069454,-8930546,2014,['Drama']
3698,99,Coriolanus,10000000,749641,2179623,-7820377,2011,"['Drama', 'Thriller', 'War']"
3699,100,Parkland,10000000,641439,1616353,-8383647,2013,"['Drama', 'History', 'Mystery']"
3710,11,"Cinco de Mayo, La Batalla",10000000,173472,173472,-9826528,2013,"['Drama', 'History', 'War']"
3711,12,Welcome to the Rileys,10000000,152857,355919,-9644081,2010,['Drama']
3712,13,Kicks,10000000,150191,150191,-9849809,2016,"['Adventure', 'Drama']"
3714,15,High School,10000000,139034,248133,-9751867,2010,['Comedy']
3715,16,Severance,10000000,137221,5950002,-4049998,2010,"['Drama', 'Sci-Fi']"
3716,17,Edmond,10000000,131719,241719,-9758281,2018,"['Comedy', 'Drama', 'History']"
3719,20,Blood Done Sign My Name,10000000,109383,109383,-9890617,2010,['Drama']
3721,22,Motherhood,10000000,93388,723388,-9276612,2017,"['Drama', 'Romance']"
3723,24,Elsa & Fred,10000000,67657,197901,-9802099,2014,"['Comedy', 'Drama', 'Romance']"
3726,27,Strangerland,10000000,17472,161097,-9838903,2015,"['Drama', 'Mystery', 'Thriller']"
3731,32,Barbecue,10000000,388,247565,-9752435,2014,['Comedy']
3732,33,The Reef,10000000,0,15037867,5037867,2010,"['Adventure', 'Drama', 'Horror']"
3734,35,American Heist,10000000,0,2341218,-7658782,2014,"['Action', 'Crime', 'Drama']"
3735,36,It's a Wonderful Afterlife,10000000,0,1642939,-8357061,2010,"['Comedy', 'Drama', 'Fantasy']"
3738,39,Plastic,10000000,0,575371,-9424629,2011,['Horror']
3739,40,Jungle Shuffle,10000000,0,360898,-9639102,2014,"['Adventure', 'Animation']"
3742,43,Good Intentions,10000000,0,0,-10000000,2010,['Comedy']
3744,45,Detention,10000000,0,0,-10000000,2010,"['Horror', 'Thriller']"
3745,46,Nurse 3D,10000000,0,0,-10000000,2013,"['Horror', 'Thriller']"
3746,47,Into the Grizzly Maze,10000000,0,0,-10000000,2015,"['Action', 'Adventure', 'Drama']"
3747,48,Friend Request,9900000,3759078,11310835,1410835,2013,['Thriller']
3748,49,Gunless,9900000,458054,458054,-9441946,2010,"['Action', 'Comedy', 'Drama']"
3750,51,Amour,9700000,6738954,36787044,27087044,2012,"['Drama', 'Romance']"
3753,54,You Only Live Twice,9500000,43100000,111600000,102100000,2014,['Documentary']
3755,56,Dangal,9500000,12391761,294654618,285154618,2016,"['Action', 'Biography', 'Drama']"
3756,57,The Runaways,9500000,3573673,5278632,-4221368,2010,"['Biography', 'Drama', 'Music']"
3758,59,Re-Kill,9500000,0,0,-9500000,2015,"['Action', 'Horror']"
3761,62,Melancholia,9400000,3030848,21817298,12417298,2011,"['Drama', 'Sci-Fi']"
3762,63,Heavy Metal,9300000,19571091,19571091,10271091,2010,"['Documentary', 'Family']"
3763,64,Jab Tak Hai Jaan,9200000,3047539,5806666,-3393334,2012,"['Drama', 'Romance']"
3764,65,Richard III,9200000,2684904,4199334,-5000666,2016,['Drama']
3765,66,Kites,9200000,1685269,17155193,7955193,2010,"['Action', 'Drama', 'Romance']"
3766,67,Red Dog,9100000,0,20927794,11827794,2011,"['Biography', 'Comedy', 'Drama']"
3770,71,The Purge: Anarchy,9000000,71562550,111534881,102534881,2014,"['Action', 'Horror', 'Sci-Fi']"
3772,73,The Strangers,9000000,52597610,83051676,74051676,2012,"['Action', 'Drama', 'Horror']"
3774,75,Ouija: Origin of Evil,9000000,35144505,81831866,72831866,2016,"['Drama', 'Horror', 'Mystery']"
3776,77,Child's Play,9000000,33244684,44196684,35196684,2019,['Horror']
3777,78,Happy Death Day 2U,9000000,28051045,64179495,55179495,2019,"['Drama', 'Horror', 'Mystery']"
3779,80,Black or White,9000000,21571189,21971021,12971021,2014,['Drama']
3782,83,The Contender,9000000,17804273,17804273,8804273,2016,"['Documentary', 'Drama', 'Sport']"
3785,86,The Edge of Seventeen,9000000,14431633,19096003,10096003,2016,"['Comedy', 'Drama']"
3786,87,Jackie,9000000,13960394,36588512,27588512,2016,"['Biography', 'Drama', 'History']"
3789,90,Glee: The 3D Concert Movie,9000000,11862398,17462398,8462398,2011,"['Documentary', 'Music']"
3790,91,Henry V,9000000,10161099,10176701,1176701,2018,"['Adventure', 'Biography', 'Drama']"
3791,92,Loving,9000000,7710234,12898064,3898064,2012,"['Drama', 'Romance']"
3800,1,Beautiful,9000000,3134509,3134509,-5865491,2011,"['Biography', 'Drama', 'Family']"
3801,2,Gracie,9000000,2956339,3922043,-5077957,2015,"['Crime', 'Drama', 'Fantasy']"
3802,3,The Sapphires,9000000,2450867,20395040,11395040,2012,"['Biography', 'Comedy', 'Drama']"
3803,4,Greater,9000000,2000093,2000093,-6999907,2016,"['Biography', 'Family', 'Sport']"
3804,5,Destroyer,9000000,1533324,3681096,-5318904,2018,"['Action', 'Crime', 'Drama']"
3811,12,Dheepan,9000000,248795,7704357,-1295643,2015,"['Crime', 'Drama']"
3813,14,All or Nothing,9000000,184255,184255,-8815745,2010,"['Action', 'Thriller', 'War']"
3818,19,Skin Trade,9000000,1242,1242,-8998758,2010,['Documentary']
3819,20,Beneath Hill 60,9000000,0,3440939,-5559061,2010,"['Drama', 'History', 'War']"
3823,24,Polisse,8900000,176988,22744132,13844132,2011,"['Crime', 'Drama']"
3828,29,Awake,8600000,14373825,32968648,24368648,2017,['Drama']
3829,30,Manchester by the Sea,8500000,47695371,77733867,69233867,2016,['Drama']
3833,34,Nightcrawler,8500000,32381218,50334418,41834418,2014,"['Crime', 'Drama', 'Thriller']"
3835,36,Dragon Ball Super: Broly,8500000,30376755,122747755,114247755,2018,"['Action', 'Adventure', 'Animation']"
3837,38,Baggage Claim,8500000,21569509,22885836,14385836,2013,['Comedy']
3838,39,Middle School: The Worst Years of My Life,8500000,20007149,23311293,14811293,2016,"['Comedy', 'Family']"
3841,42,The Namesake,8500000,13610521,20288774,11788774,2017,['Drama']
3846,47,The Rover,8500000,1109199,3180252,-5319748,2014,"['Action', 'Crime', 'Drama']"
3849,50,Posledniy bogatyr,8500000,0,30700192,22200192,2017,"['Action', 'Adventure', 'Comedy']"
3850,51,A.C.O.R.N.S.: Operation Crackdown,8500000,0,1353287,-7146713,2015,"['Animation', 'Comedy', 'Family']"
3853,54,Yeh Jawaani Hai Deewani,8300000,3827466,50827466,42527466,2013,"['Comedy', 'Drama', 'Musical']"
3854,55,Limbo,8300000,2160710,2598224,-5701776,2019,"['Drama', 'Thriller']"
3858,59,Quo Vadis?,8250000,30000000,30028513,21778513,2015,"['Drama', 'Romance']"
3866,67,Easy A,8000000,58401464,76200721,68200721,2010,"['Comedy', 'Drama', 'Romance']"
3867,68,Stand by Me,8000000,52287414,52287414,44287414,2018,['Drama']
3871,72,The Intruder,8000000,35095904,36005871,28005871,2010,['Horror']
3872,73,50/50,8000000,35016118,41334735,33334735,2011,"['Comedy', 'Drama', 'Romance']"
3874,75,A Walk in the Woods,8000000,29499394,37119358,29119358,2015,"['Adventure', 'Biography', 'Comedy']"
3875,76,Brown Sugar,8000000,27362712,28315272,20315272,2010,['Drama']
3877,78,That Awkward Moment,8000000,26068955,53068955,45068955,2014,"['Comedy', 'Romance']"
3878,79,Shutter,8000000,25928550,47782426,39782426,2012,['Thriller']
3881,82,Much Ado About Nothing,8000000,22549338,22549338,14549338,2019,['Drama']
3882,83,The Player,8000000,21706101,28876702,20876702,2017,['Sci-Fi']
3887,88,Enough Said,8000000,17550872,25621449,17621449,2013,"['Comedy', 'Drama', 'Romance']"
3889,90,New in Town,8000000,16734283,29937909,21937909,2017,"['Adventure', 'Comedy', 'Fantasy']"
3890,91,Begin Again,8000000,16170632,68838736,60838736,2013,"['Drama', 'Family']"
3892,93,See No Evil,8000000,15032800,18828036,10828036,2014,['Documentary']
3896,97,Prom,8000000,10130219,10763183,2763183,2011,"['Comedy', 'Drama', 'Family']"
3899,100,Me and Earl and the Dying Girl,8000000,6758416,9266180,1266180,2015,"['Comedy', 'Drama', 'Romance']"
3900,1,It's Kind of a Funny Story,8000000,6363628,6632950,-1367050,2010,"['Comedy', 'Drama', 'Romance']"
3904,5,Morgan,8000000,3915251,7298786,-701214,2012,"['Drama', 'Romance']"
3905,6,Anomalisa,8000000,3759286,5706168,-2293832,2015,"['Animation', 'Comedy', 'Drama']"
3907,8,Another Year,8000000,3205706,20005613,12005613,2010,"['Comedy', 'Drama']"
3912,13,Lean on Pete,8000000,1163056,2455027,-5544973,2017,"['Adventure', 'Drama']"
3913,14,Made in Dagenham,8000000,1095369,15644196,7644196,2010,"['Biography', 'Comedy', 'Drama']"
3915,16,El Chicano,8000000,700261,700261,-7299739,2018,['Drama']
3923,24,London Fields,8000000,252676,433732,-7566268,2018,"['Crime', 'Mystery', 'Thriller']"
3924,25,Restless,8000000,163753,2772511,-5227489,2011,"['Drama', 'Romance']"
3927,28,Wild Target,8000000,109338,5314194,-2685806,2010,"['Action', 'Comedy', 'Crime']"
